,SNE Name,lat,lng,Country Code,Type,Population,source
1289,Jordan,31,36,JO,A,9956011,Blood_recipients_contract_HIV_in_Peru
1290,Peru,-10,-75.25,PE,A,31989256,Blood_recipients_contract_HIV_in_Peru
1291,Santa Clara,30.58381,-84.56213,US,P,0,Woman_finds_human_finger_in_bowl_of_chili_at_Wendy%27s_restaurant
1292,San Jose,37.33939,-121.89496,US,P,1026908,Woman_finds_human_finger_in_bowl_of_chili_at_Wendy%27s_restaurant
1293,California,37.25022,-119.75126,US,A,39512223,Woman_finds_human_finger_in_bowl_of_chili_at_Wendy%27s_restaurant
1294,Las Vegas,36.17497,-115.13722,US,P,623747,Woman_finds_human_finger_in_bowl_of_chili_at_Wendy%27s_restaurant
1295,Ukraine,49,32,UA,A,44622516,Source_of_UK_foot-and-mouth_outbreak_discovered
1296,Surrey,51.25,-0.33333,GB,A,1176549,Source_of_UK_foot-and-mouth_outbreak_discovered
1297,Mbanza Congo,-6.26667,14.23833,AO,P,24220,UNHCR:_Thousands_of_Angolans_expelled_from_DRC_in_%22dire%22_need_of_aid
1298,DR Congo,-2.5,23.5,CD,A,84068091,UNHCR:_Thousands_of_Angolans_expelled_from_DRC_in_%22dire%22_need_of_aid
1299,Angola,-12.5,18.5,AO,A,30809762,UNHCR:_Thousands_of_Angolans_expelled_from_DRC_in_%22dire%22_need_of_aid
1300,New York,40.77427,-73.96981,US,A,1585873,9_year_old_girl_reported_to_be_latest_US_swine_flu_death
1301,United States,39.76,-98.5,US,A,327167434,9_year_old_girl_reported_to_be_latest_US_swine_flu_death
1302,Buffalo,42.88645,-78.87837,US,P,258071,9_year_old_girl_reported_to_be_latest_US_swine_flu_death
1303,Anhui,31.91667,117.16667,CN,A,64610000,Mass_poultry_vaccination_planned_by_China
1304,Liaoning,41.25,122.66667,CN,A,43150000,Mass_poultry_vaccination_planned_by_China
1305,Hunan,27.66667,111.75,CN,A,66980000,Mass_poultry_vaccination_planned_by_China
1306,China,35,105,CN,A,1392730000,Mass_poultry_vaccination_planned_by_China
1307,England,52.16045,-0.70312,GB,A,56286961,"Three_die_in_Cornwall,_UK_caravan_park_of_suspected_carbon_monoxide_poisoning"
1308,Devon,50.75,-3.75,GB,A,779834,"Three_die_in_Cornwall,_UK_caravan_park_of_suspected_carbon_monoxide_poisoning"
1309,Camborne,50.21306,-5.29731,GB,P,22500,"Three_die_in_Cornwall,_UK_caravan_park_of_suspected_carbon_monoxide_poisoning"
1310,South West,28.5806,77.0672,IN,A,2292958,"Three_die_in_Cornwall,_UK_caravan_park_of_suspected_carbon_monoxide_poisoning"
1311,Cornwall,50.41667,-4.75,GB,A,553687,"Three_die_in_Cornwall,_UK_caravan_park_of_suspected_carbon_monoxide_poisoning"
1312,Frederick County,39.47222,-77.39799,US,A,233385,Suspect_in_2001_anthrax_attack_dies_of_apparent_suicide
1313,Frederick,38.81119,-82.77767,US,P,0,Suspect_in_2001_anthrax_attack_dies_of_apparent_suicide
1314,City of New York,40.66393,-73.93827,US,A,8175133,Suspect_in_2001_anthrax_attack_dies_of_apparent_suicide
1315,Washington,38.96678,-77.04137,US,A,0,Suspect_in_2001_anthrax_attack_dies_of_apparent_suicide
1316,Florida,28.75054,-82.5001,US,A,17671452,Suspect_in_2001_anthrax_attack_dies_of_apparent_suicide
1317,Maryland,39.00039,-76.74997,US,A,5624246,Suspect_in_2001_anthrax_attack_dies_of_apparent_suicide
1318,England,52.16045,-0.70312,GB,A,56286961,New_case_of_Mad_Cow_disease_found_in_Canada
1319,Washington,44.27342,-72.6149,US,A,59534,New_case_of_Mad_Cow_disease_found_in_Canada
1320,United States,39.76,-98.5,US,A,327167434,New_case_of_Mad_Cow_disease_found_in_Canada
1321,Alberta,52.28333,-117.469,CA,A,3497881,New_case_of_Mad_Cow_disease_found_in_Canada
1322,Texas,36.74791,-101.49001,US,A,20640,New_case_of_Mad_Cow_disease_found_in_Canada
1323,Winnipeg,37.60449,-92.30211,US,P,0,New_case_of_Mad_Cow_disease_found_in_Canada
1324,Canada,60.10867,-113.64258,CA,A,37058856,New_case_of_Mad_Cow_disease_found_in_Canada
1325,West Sumatra,-1,100.5,ID,A,5014112,Indonesian_Health_Ministry:_Two_new_human_clusters_of_Bird_Flu_suspected_in_Sumatra
1326,Karo,-3.1099,120.2521,ID,P,0,Indonesian_Health_Ministry:_Two_new_human_clusters_of_Bird_Flu_suspected_in_Sumatra
1327,Medan,3.58333,98.66667,ID,P,1750971,Indonesian_Health_Ministry:_Two_new_human_clusters_of_Bird_Flu_suspected_in_Sumatra
1328,New Zealand,-42,174,NZ,A,4885500,"Swine_flu,_in-depth:_worldwide_report"
1329,Brazil,-10,-55,BR,A,209469333,"Swine_flu,_in-depth:_worldwide_report"
1330,Mexico,23,-102,MX,A,126190788,"Swine_flu,_in-depth:_worldwide_report"
1331,Norway,62,10,NO,A,5314336,"Swine_flu,_in-depth:_worldwide_report"
1332,Kisumu,-0.069,34.64,KE,A,968909,"Swine_flu,_in-depth:_worldwide_report"
1333,United Kingdom,54.75844,-2.69531,GB,A,66488991,"Swine_flu,_in-depth:_worldwide_report"
1334,Britain,39.25288,-77.69694,US,P,0,"Swine_flu,_in-depth:_worldwide_report"
1335,United States,39.76,-98.5,US,A,327167434,"Swine_flu,_in-depth:_worldwide_report"
1336,Vietnam,16.16667,107.83333,VN,A,95540395,"Swine_flu,_in-depth:_worldwide_report"
1337,France,46,2,FR,A,66987244,"Swine_flu,_in-depth:_worldwide_report"
1338,India,22,79,IN,A,1352617328,"Swine_flu,_in-depth:_worldwide_report"
1339,Ukraine,49,32,UA,A,44622516,"Swine_flu,_in-depth:_worldwide_report"
1340,São Paulo,-22,-49,BR,A,41252160,"Swine_flu,_in-depth:_worldwide_report"
1341,Rift Valley Province,0.5,36,KE,A,6987036,"Swine_flu,_in-depth:_worldwide_report"
1342,Rio de Janeiro,-22.90642,-43.18223,BR,P,6023699,"Swine_flu,_in-depth:_worldwide_report"
1343,Houston,31.31773,-95.42268,US,A,23732,"Swine_flu,_in-depth:_worldwide_report"
1344,Kenya,1,38,KE,A,51393010,"Swine_flu,_in-depth:_worldwide_report"
1345,China,25.51224,-99.00457,MX,A,0,"Swine_flu,_in-depth:_worldwide_report"
1346,Switzerland,38.82616,-85.037,US,A,10613,"Swine_flu,_in-depth:_worldwide_report"
1347,Italy,42.83333,12.83333,IT,A,60431283,"Swine_flu,_in-depth:_worldwide_report"
1348,Nairobi,-1.28333,36.83333,KE,A,3138369,"Swine_flu,_in-depth:_worldwide_report"
1349,Argentina,17.00156,-92.9078,MX,P,224,"Swine_flu,_in-depth:_worldwide_report"
1350,Nile,38.30455,-80.7351,US,P,0,Two_new_cases_of_West_Nile_Virus_reported_in_Indiana
1351,Hammond,41.58337,-87.50004,US,P,77614,Two_new_cases_of_West_Nile_Virus_reported_in_Indiana
1352,Indiana,40.00032,-86.25027,US,A,6265933,Two_new_cases_of_West_Nile_Virus_reported_in_Indiana
1353,Namru,31.91222,80.15132,CN,P,0,%22No_H5N1_virus%22_found_in_blood_tests_of_suspected_human_Bird_Flu_cluster
1354,Kabanjahe,3.1001,98.4908,ID,P,57159,%22No_H5N1_virus%22_found_in_blood_tests_of_suspected_human_Bird_Flu_cluster
1355,Indonesia,-5,120,ID,A,267663435,%22No_H5N1_virus%22_found_in_blood_tests_of_suspected_human_Bird_Flu_cluster
1356,Ås,59.66366,10.79101,NO,A,15863,%22No_H5N1_virus%22_found_in_blood_tests_of_suspected_human_Bird_Flu_cluster
1357,West Sumatra,-1,100.5,ID,A,5014112,%22No_H5N1_virus%22_found_in_blood_tests_of_suspected_human_Bird_Flu_cluster
1358,Georgia,32.75042,-83.50018,US,A,8975842,%22No_H5N1_virus%22_found_in_blood_tests_of_suspected_human_Bird_Flu_cluster
1359,Atlanta,33.749,-84.38798,US,P,463878,%22No_H5N1_virus%22_found_in_blood_tests_of_suspected_human_Bird_Flu_cluster
1360,Al-Fashir,13.62793,25.34936,SD,P,252609,"Disease_scare_in_south_Sudan,_aid_groups_return"
1361,Warab,8.13333,28.61667,SS,P,0,"Disease_scare_in_south_Sudan,_aid_groups_return"
1362,Khartoum,15.55177,32.53241,SD,P,1974647,"Disease_scare_in_south_Sudan,_aid_groups_return"
1363,Sudan,16,30,SD,A,41801533,"Disease_scare_in_south_Sudan,_aid_groups_return"
1364,Darfur,44.05135,-94.83804,US,P,106,"Disease_scare_in_south_Sudan,_aid_groups_return"
1365,Malakal,9.53342,31.66049,SS,P,160765,"Disease_scare_in_south_Sudan,_aid_groups_return"
1366,Nyala,12.04888,24.88069,SD,P,565734,"Disease_scare_in_south_Sudan,_aid_groups_return"
1367,Plateau-Central,12.58774,-1.30102,BF,A,696372,Nearly_200_dead_in_Haitian_cholera_outbreak
1368,Port-au-Prince,18.52557,-72.33697,HT,A,0,Nearly_200_dead_in_Haitian_cholera_outbreak
1369,Haiti,19.07582,-72.29616,HT,A,11123176,Nearly_200_dead_in_Haitian_cholera_outbreak
1370,Tennessee,35.75035,-86.25027,US,A,5935099,Swine_flu_worldwide:_update
1371,New Zealand,-42,174,NZ,A,4885500,Swine_flu_worldwide:_update
1372,Nigeria,10,8,NG,A,195874740,Swine_flu_worldwide:_update
1373,South Carolina,34.00043,-81.00009,US,A,4229842,Swine_flu_worldwide:_update
1374,Germany,51.5,10.5,DE,A,82927922,Swine_flu_worldwide:_update
1375,Texas,36.74791,-101.49001,US,A,20640,Swine_flu_worldwide:_update
1376,Nova Scotia,45.00015,-62.99865,CA,A,935573,Swine_flu_worldwide:_update
1377,Illinois,40.00032,-89.25037,US,A,12772888,Swine_flu_worldwide:_update
1378,Spain,40,-4,ES,A,46723749,Swine_flu_worldwide:_update
1379,Quebec,52.00017,-71.99907,CA,A,8585523,Swine_flu_worldwide:_update
1380,Alberta,52.28333,-117.469,CA,A,3497881,Swine_flu_worldwide:_update
1381,Mexico,23,-102,MX,A,126190788,Swine_flu_worldwide:_update
1382,Alabama,32.75041,-86.75026,US,A,4530315,Swine_flu_worldwide:_update
1383,British Columbia,53.99983,-125.0032,CA,A,4413973,Swine_flu_worldwide:_update
1384,Bavaria,49,11.5,DE,A,12510331,Swine_flu_worldwide:_update
1385,United States,39.76,-98.5,US,A,327167434,Swine_flu_worldwide:_update
1386,Shanghai,31.16667,121.41667,CN,A,18880000,Swine_flu_worldwide:_update
1387,Mexican Colony,35.46885,-119.26872,US,P,281,Swine_flu_worldwide:_update
1388,Hong Kong,22.25,114.16667,HK,A,7451000,Swine_flu_worldwide:_update
1389,Houston,31.31773,-95.42268,US,A,23732,Swine_flu_worldwide:_update
1390,China,25.51224,-99.00457,MX,A,0,Swine_flu_worldwide:_update
1391,Cairo,30.87751,-84.20214,US,P,9752,Swine_flu_worldwide:_update
1392,Kentucky,38.20042,-84.87762,US,A,4206074,Swine_flu_worldwide:_update
1393,Ontario,34.06334,-117.65089,US,P,171214,Swine_flu_worldwide:_update
1394,Hong Kong,22.95805,-109.93898,MX,P,5,Swine_flu_worldwide:_update
1395,Auckland,36.588,-119.10678,US,P,0,Swine_flu_worldwide:_update
1396,Egypt,40.6801,-75.52991,US,P,2391,Swine_flu_worldwide:_update
1397,Houston,29.76328,-95.36327,US,P,2296224,Swine_flu_worldwide:_update
1398,Delaware,39.00039,-75.49992,US,A,838549,Swine_flu_worldwide:_update
1399,New Brunswick,40.48622,-74.45182,US,P,57035,Swine_flu_worldwide:_update
1400,Canada,60.10867,-113.64258,CA,A,37058856,Swine_flu_worldwide:_update
1401,Greece,39,22,GR,A,10727668,H5N1_confirmed_in_France
1402,Germany,51.5,10.5,DE,A,82927922,H5N1_confirmed_in_France
1403,Slovenia,46.08333,15,SI,A,2067372,H5N1_confirmed_in_France
1404,France,46,2,FR,A,66987244,H5N1_confirmed_in_France
1405,Austria,47.33333,13.33333,AT,A,8847037,H5N1_confirmed_in_France
1406,Croatia,45.16667,15.5,HR,A,4089400,H5N1_confirmed_in_France
1407,Somme,49.93141,2.27639,FR,A,582469,H5N1_confirmed_in_France
1408,Bulgaria,42.66667,25.25,BG,A,7000039,H5N1_confirmed_in_France
1409,Lyon,45.75889,4.84139,FR,A,515695,H5N1_confirmed_in_France
1410,Italy,42.83333,12.83333,IT,A,60431283,H5N1_confirmed_in_France
1411,Denmark,56,10,DK,A,5797446,H5N1_confirmed_in_France
1412,City of Santa Ana,33.73662,-117.88186,US,A,0,"Mothers,_teachers_air_more_concerns_about_leukemia_cases_at_California_elementary_school"
1413,Newport Beach,33.61891,-117.92895,US,P,87127,"Mothers,_teachers_air_more_concerns_about_leukemia_cases_at_California_elementary_school"
1414,Irvine,33.66946,-117.82311,US,P,256927,"Mothers,_teachers_air_more_concerns_about_leukemia_cases_at_California_elementary_school"
1415,Franklin,39.96952,-83.00935,US,A,1163414,"Mothers,_teachers_air_more_concerns_about_leukemia_cases_at_California_elementary_school"
1416,Santa Ana,33.74557,-117.86783,US,P,335400,"Mothers,_teachers_air_more_concerns_about_leukemia_cases_at_California_elementary_school"
1417,California,37.25022,-119.75126,US,A,39512223,"Mothers,_teachers_air_more_concerns_about_leukemia_cases_at_California_elementary_school"
1418,Markland,38.78201,-84.98662,US,P,0,"Mothers,_teachers_air_more_concerns_about_leukemia_cases_at_California_elementary_school"
