SNE Name,lat,lng,Country Code,Type,Population,source
Mexico,23,-102,MX,A,126190788,Mutated_strain_of_H1N1_virus_detected_in_US_and_Norway
Norway,62,10,NO,A,5314336,Mutated_strain_of_H1N1_virus_detected_in_US_and_Norway
Japan,35.68536,139.75309,JP,A,126529100,Mutated_strain_of_H1N1_virus_detected_in_US_and_Norway
Ås,59.66366,10.79101,NO,A,15863,Mutated_strain_of_H1N1_virus_detected_in_US_and_Norway
China,25.51224,-99.00457,MX,A,0,Mutated_strain_of_H1N1_virus_detected_in_US_and_Norway
Brazil,-10,-55,BR,A,209469333,Mutated_strain_of_H1N1_virus_detected_in_US_and_Norway
North Carolina,35.50069,-80.00032,US,A,10488084,Mutated_strain_of_H1N1_virus_detected_in_US_and_Norway
Ukraine,49,32,UA,A,44622516,Mutated_strain_of_H1N1_virus_detected_in_US_and_Norway
United States,39.76,-98.5,US,A,327167434,Mutated_strain_of_H1N1_virus_detected_in_US_and_Norway
Mexico,23,-102,MX,A,126190788,Mutated_strain_of_H1N1_virus_detected_in_US_and_Norway
Norway,62,10,NO,A,5314336,Mutated_strain_of_H1N1_virus_detected_in_US_and_Norway
Japan,35.68536,139.75309,JP,A,126529100,Mutated_strain_of_H1N1_virus_detected_in_US_and_Norway
Ås,59.66366,10.79101,NO,A,15863,Mutated_strain_of_H1N1_virus_detected_in_US_and_Norway
China,25.51224,-99.00457,MX,A,0,Mutated_strain_of_H1N1_virus_detected_in_US_and_Norway
Mecca,33.57219,-116.0782,US,P,8577,Saudi_Arabia_fears_Hajj_swine_flu_outbreak_as_four_pilgrims_die
India,22,79,IN,A,1352617328,Saudi_Arabia_fears_Hajj_swine_flu_outbreak_as_four_pilgrims_die
Mecca,33.57219,-116.0782,US,P,8577,Saudi_Arabia_fears_Hajj_swine_flu_outbreak_as_four_pilgrims_die
Sudan,16,30,SD,A,41801533,Saudi_Arabia_fears_Hajj_swine_flu_outbreak_as_four_pilgrims_die
India,22,79,IN,A,1352617328,Saudi_Arabia_fears_Hajj_swine_flu_outbreak_as_four_pilgrims_die
Mecca,33.57219,-116.0782,US,P,8577,Saudi_Arabia_fears_Hajj_swine_flu_outbreak_as_four_pilgrims_die
Morocco,28.5,-10,MA,A,36029138,Saudi_Arabia_fears_Hajj_swine_flu_outbreak_as_four_pilgrims_die
Sudan,16,30,SD,A,41801533,Saudi_Arabia_fears_Hajj_swine_flu_outbreak_as_four_pilgrims_die
India,22,79,IN,A,1352617328,Saudi_Arabia_fears_Hajj_swine_flu_outbreak_as_four_pilgrims_die
Mecca,33.57219,-116.0782,US,P,8577,Saudi_Arabia_fears_Hajj_swine_flu_outbreak_as_four_pilgrims_die
Sudan,16,30,SD,A,41801533,Saudi_Arabia_fears_Hajj_swine_flu_outbreak_as_four_pilgrims_die
Nigeria,10,8,NG,A,195874740,Saudi_Arabia_fears_Hajj_swine_flu_outbreak_as_four_pilgrims_die
Morocco,28.5,-10,MA,A,36029138,Saudi_Arabia_fears_Hajj_swine_flu_outbreak_as_four_pilgrims_die
India,22,79,IN,A,1352617328,Saudi_Arabia_fears_Hajj_swine_flu_outbreak_as_four_pilgrims_die
Mecca,33.57219,-116.0782,US,P,8577,Saudi_Arabia_fears_Hajj_swine_flu_outbreak_as_four_pilgrims_die
Sudan,16,30,SD,A,41801533,Saudi_Arabia_fears_Hajj_swine_flu_outbreak_as_four_pilgrims_die
Nigeria,10,8,NG,A,195874740,Saudi_Arabia_fears_Hajj_swine_flu_outbreak_as_four_pilgrims_die
Morocco,28.5,-10,MA,A,36029138,Saudi_Arabia_fears_Hajj_swine_flu_outbreak_as_four_pilgrims_die
India,22,79,IN,A,1352617328,Saudi_Arabia_fears_Hajj_swine_flu_outbreak_as_four_pilgrims_die
Mecca,33.57219,-116.0782,US,P,8577,Saudi_Arabia_fears_Hajj_swine_flu_outbreak_as_four_pilgrims_die
Sudan,16,30,SD,A,41801533,Saudi_Arabia_fears_Hajj_swine_flu_outbreak_as_four_pilgrims_die
Nigeria,10,8,NG,A,195874740,Saudi_Arabia_fears_Hajj_swine_flu_outbreak_as_four_pilgrims_die
Morocco,28.5,-10,MA,A,36029138,Saudi_Arabia_fears_Hajj_swine_flu_outbreak_as_four_pilgrims_die
India,22,79,IN,A,1352617328,Saudi_Arabia_fears_Hajj_swine_flu_outbreak_as_four_pilgrims_die
Medina,34.21035,-4.01909,MA,P,0,Saudi_Arabia_fears_Hajj_swine_flu_outbreak_as_four_pilgrims_die
Mecca,33.57219,-116.0782,US,P,8577,Saudi_Arabia_fears_Hajj_swine_flu_outbreak_as_four_pilgrims_die
Sudan,16,30,SD,A,41801533,Saudi_Arabia_fears_Hajj_swine_flu_outbreak_as_four_pilgrims_die
Nigeria,10,8,NG,A,195874740,Saudi_Arabia_fears_Hajj_swine_flu_outbreak_as_four_pilgrims_die
Morocco,28.5,-10,MA,A,36029138,Saudi_Arabia_fears_Hajj_swine_flu_outbreak_as_four_pilgrims_die
India,22,79,IN,A,1352617328,Saudi_Arabia_fears_Hajj_swine_flu_outbreak_as_four_pilgrims_die
Medina,34.21035,-4.01909,MA,P,0,Saudi_Arabia_fears_Hajj_swine_flu_outbreak_as_four_pilgrims_die
Mecca,33.57219,-116.0782,US,P,8577,Saudi_Arabia_fears_Hajj_swine_flu_outbreak_as_four_pilgrims_die
Sudan,16,30,SD,A,41801533,Saudi_Arabia_fears_Hajj_swine_flu_outbreak_as_four_pilgrims_die
Nigeria,10,8,NG,A,195874740,Saudi_Arabia_fears_Hajj_swine_flu_outbreak_as_four_pilgrims_die
Morocco,28.5,-10,MA,A,36029138,Saudi_Arabia_fears_Hajj_swine_flu_outbreak_as_four_pilgrims_die
India,22,79,IN,A,1352617328,Saudi_Arabia_fears_Hajj_swine_flu_outbreak_as_four_pilgrims_die
Egypt,40.6801,-75.52991,US,P,2391,Saudi_Arabia_fears_Hajj_swine_flu_outbreak_as_four_pilgrims_die
Mecca,33.57219,-116.0782,US,P,8577,Saudi_Arabia_fears_Hajj_swine_flu_outbreak_as_four_pilgrims_die
Sudan,16,30,SD,A,41801533,Saudi_Arabia_fears_Hajj_swine_flu_outbreak_as_four_pilgrims_die
Nigeria,10,8,NG,A,195874740,Saudi_Arabia_fears_Hajj_swine_flu_outbreak_as_four_pilgrims_die
Morocco,28.5,-10,MA,A,36029138,Saudi_Arabia_fears_Hajj_swine_flu_outbreak_as_four_pilgrims_die
India,22,79,IN,A,1352617328,Saudi_Arabia_fears_Hajj_swine_flu_outbreak_as_four_pilgrims_die
Cairo,30.87751,-84.20214,US,P,9752,Saudi_Arabia_fears_Hajj_swine_flu_outbreak_as_four_pilgrims_die
Egypt,40.6801,-75.52991,US,P,2391,Saudi_Arabia_fears_Hajj_swine_flu_outbreak_as_four_pilgrims_die
Medina,41.11759,-81.89971,US,A,172332,Saudi_Arabia_fears_Hajj_swine_flu_outbreak_as_four_pilgrims_die
Mecca,33.57219,-116.0782,US,P,8577,Saudi_Arabia_fears_Hajj_swine_flu_outbreak_as_four_pilgrims_die
Sudan,16,30,SD,A,41801533,Saudi_Arabia_fears_Hajj_swine_flu_outbreak_as_four_pilgrims_die
Nigeria,10,8,NG,A,195874740,Saudi_Arabia_fears_Hajj_swine_flu_outbreak_as_four_pilgrims_die
Morocco,28.5,-10,MA,A,36029138,Saudi_Arabia_fears_Hajj_swine_flu_outbreak_as_four_pilgrims_die
India,22,79,IN,A,1352617328,Saudi_Arabia_fears_Hajj_swine_flu_outbreak_as_four_pilgrims_die
South Africa,-29,24,ZA,A,57779622,Saudi_Arabia_fears_Hajj_swine_flu_outbreak_as_four_pilgrims_die
Cairo,30.87751,-84.20214,US,P,9752,Saudi_Arabia_fears_Hajj_swine_flu_outbreak_as_four_pilgrims_die
Egypt,40.6801,-75.52991,US,P,2391,Saudi_Arabia_fears_Hajj_swine_flu_outbreak_as_four_pilgrims_die
Medina,41.11759,-81.89971,US,A,172332,Saudi_Arabia_fears_Hajj_swine_flu_outbreak_as_four_pilgrims_die
Mecca,33.57219,-116.0782,US,P,8577,Saudi_Arabia_fears_Hajj_swine_flu_outbreak_as_four_pilgrims_die
Sudan,16,30,SD,A,41801533,Saudi_Arabia_fears_Hajj_swine_flu_outbreak_as_four_pilgrims_die
Nigeria,10,8,NG,A,195874740,Saudi_Arabia_fears_Hajj_swine_flu_outbreak_as_four_pilgrims_die
Morocco,28.5,-10,MA,A,36029138,Saudi_Arabia_fears_Hajj_swine_flu_outbreak_as_four_pilgrims_die
India,22,79,IN,A,1352617328,Saudi_Arabia_fears_Hajj_swine_flu_outbreak_as_four_pilgrims_die
South Africa,-29,24,ZA,A,57779622,Saudi_Arabia_fears_Hajj_swine_flu_outbreak_as_four_pilgrims_die
Cairo,30.87751,-84.20214,US,P,9752,Saudi_Arabia_fears_Hajj_swine_flu_outbreak_as_four_pilgrims_die
Egypt,40.6801,-75.52991,US,P,2391,Saudi_Arabia_fears_Hajj_swine_flu_outbreak_as_four_pilgrims_die
Medina,41.11759,-81.89971,US,A,172332,Saudi_Arabia_fears_Hajj_swine_flu_outbreak_as_four_pilgrims_die
Mecca,33.57219,-116.0782,US,P,8577,Saudi_Arabia_fears_Hajj_swine_flu_outbreak_as_four_pilgrims_die
Sudan,16,30,SD,A,41801533,Saudi_Arabia_fears_Hajj_swine_flu_outbreak_as_four_pilgrims_die
Nigeria,10,8,NG,A,195874740,Saudi_Arabia_fears_Hajj_swine_flu_outbreak_as_four_pilgrims_die
Morocco,28.5,-10,MA,A,36029138,Saudi_Arabia_fears_Hajj_swine_flu_outbreak_as_four_pilgrims_die
Saudi Arabia,25,45,SA,A,33699947,Saudi_Arabia_fears_Hajj_swine_flu_outbreak_as_four_pilgrims_die
India,22,79,IN,A,1352617328,Saudi_Arabia_fears_Hajj_swine_flu_outbreak_as_four_pilgrims_die
South Africa,-29,24,ZA,A,57779622,Saudi_Arabia_fears_Hajj_swine_flu_outbreak_as_four_pilgrims_die
Cairo,30.87751,-84.20214,US,P,9752,Saudi_Arabia_fears_Hajj_swine_flu_outbreak_as_four_pilgrims_die
Egypt,40.6801,-75.52991,US,P,2391,Saudi_Arabia_fears_Hajj_swine_flu_outbreak_as_four_pilgrims_die
Medina,41.11759,-81.89971,US,A,172332,Saudi_Arabia_fears_Hajj_swine_flu_outbreak_as_four_pilgrims_die
Mecca,33.57219,-116.0782,US,P,8577,Saudi_Arabia_fears_Hajj_swine_flu_outbreak_as_four_pilgrims_die
Sudan,16,30,SD,A,41801533,Saudi_Arabia_fears_Hajj_swine_flu_outbreak_as_four_pilgrims_die
Nigeria,10,8,NG,A,195874740,Saudi_Arabia_fears_Hajj_swine_flu_outbreak_as_four_pilgrims_die
Iran,32,53,IR,A,81800269,Saudi_Arabia_fears_Hajj_swine_flu_outbreak_as_four_pilgrims_die
Morocco,28.5,-10,MA,A,36029138,Saudi_Arabia_fears_Hajj_swine_flu_outbreak_as_four_pilgrims_die
Saudi Arabia,25,45,SA,A,33699947,Saudi_Arabia_fears_Hajj_swine_flu_outbreak_as_four_pilgrims_die
India,22,79,IN,A,1352617328,Saudi_Arabia_fears_Hajj_swine_flu_outbreak_as_four_pilgrims_die
South Africa,-29,24,ZA,A,57779622,Saudi_Arabia_fears_Hajj_swine_flu_outbreak_as_four_pilgrims_die
Cairo,30.87751,-84.20214,US,P,9752,Saudi_Arabia_fears_Hajj_swine_flu_outbreak_as_four_pilgrims_die
Egypt,40.6801,-75.52991,US,P,2391,Saudi_Arabia_fears_Hajj_swine_flu_outbreak_as_four_pilgrims_die
Medina,41.11759,-81.89971,US,A,172332,Saudi_Arabia_fears_Hajj_swine_flu_outbreak_as_four_pilgrims_die
Mecca,33.57219,-116.0782,US,P,8577,Saudi_Arabia_fears_Hajj_swine_flu_outbreak_as_four_pilgrims_die
Fiji,-18,178,FJ,A,883483,Swine_flu_cases_in_Fiji_reach_97
Fiji,-18,178,FJ,A,883483,Swine_flu_cases_in_Fiji_reach_97
Suva,-18.14161,178.44149,FJ,P,77366,Swine_flu_cases_in_Fiji_reach_97
Fiji,-18,178,FJ,A,883483,Swine_flu_cases_in_Fiji_reach_97
Suva,-18.14161,178.44149,FJ,P,77366,Swine_flu_cases_in_Fiji_reach_97
Nadi,-17.80309,177.41617,FJ,P,42284,Swine_flu_cases_in_Fiji_reach_97
Fiji,-18,178,FJ,A,883483,Swine_flu_cases_in_Fiji_reach_97
Suva,-18.14161,178.44149,FJ,P,77366,Swine_flu_cases_in_Fiji_reach_97
Nadi,-17.80309,177.41617,FJ,P,42284,Swine_flu_cases_in_Fiji_reach_97
Fiji,-18,178,FJ,A,883483,Swine_flu_cases_in_Fiji_reach_97
Suva,-18.14161,178.44149,FJ,P,77366,Swine_flu_cases_in_Fiji_reach_97
Nadi,-17.80309,177.41617,FJ,P,42284,Swine_flu_cases_in_Fiji_reach_97
Hambuk,41.83333,129.41667,KP,A,2327362,Swine_flu_claims_first_UK_victim
Glasgow,55.86515,-4.25763,GB,P,591620,Swine_flu_claims_first_UK_victim
Hambuk,41.83333,129.41667,KP,A,2327362,Swine_flu_claims_first_UK_victim
Glasgow,55.86515,-4.25763,GB,P,591620,Swine_flu_claims_first_UK_victim
Scotland,56,-4,GB,A,5404700,Swine_flu_claims_first_UK_victim
Hambuk,41.83333,129.41667,KP,A,2327362,Swine_flu_claims_first_UK_victim
Glasgow,55.86515,-4.25763,GB,P,591620,Swine_flu_claims_first_UK_victim
Paisley,55.83173,-4.43254,GB,P,76220,Swine_flu_claims_first_UK_victim
Scotland,56,-4,GB,A,5404700,Swine_flu_claims_first_UK_victim
Hambuk,41.83333,129.41667,KP,A,2327362,Swine_flu_claims_first_UK_victim
Glasgow,55.86515,-4.25763,GB,P,591620,Swine_flu_claims_first_UK_victim
Paisley,55.83173,-4.43254,GB,P,76220,Swine_flu_claims_first_UK_victim
Scotland,56,-4,GB,A,5404700,Swine_flu_claims_first_UK_victim
Hambuk,41.83333,129.41667,KP,A,2327362,Swine_flu_claims_first_UK_victim
Glasgow,55.86515,-4.25763,GB,P,591620,Swine_flu_claims_first_UK_victim
Paisley,55.83173,-4.43254,GB,P,76220,Swine_flu_claims_first_UK_victim
Scotland,56,-4,GB,A,5404700,Swine_flu_claims_first_UK_victim
Argentina,-34,-64,AR,A,44494502,Swine_flu_deaths_reported_in_Argentina
Argentina,-34,-64,AR,A,44494502,Swine_flu_deaths_reported_in_Argentina
Buenos Aires,-36,-60,AR,A,15625084,Swine_flu_deaths_reported_in_Argentina
Argentina,-34,-64,AR,A,44494502,Swine_flu_deaths_reported_in_Argentina
Buenos Aires,-36,-60,AR,A,15625084,Swine_flu_deaths_reported_in_Argentina
Chile,-30,-71,CL,A,18729160,Swine_flu_deaths_reported_in_Argentina
Buenos Aires,-36,-60,AR,A,15625084,Swine_flu_deaths_reported_in_Argentina
Argentina,-34,-64,AR,A,44494502,Swine_flu_deaths_reported_in_Argentina
Chile,-30,-71,CL,A,18729160,Swine_flu_deaths_reported_in_Argentina
Buenos Aires,-36,-60,AR,A,15625084,Swine_flu_deaths_reported_in_Argentina
Argentina,-34,-64,AR,A,44494502,Swine_flu_deaths_reported_in_Argentina
Chile,-30,-71,CL,A,18729160,Swine_flu_deaths_reported_in_Argentina
Ica,-14.3325,-75.49972,PE,A,709556,Swine_flu_deaths_reported_in_Argentina
Buenos Aires,-36,-60,AR,A,15625084,Swine_flu_deaths_reported_in_Argentina
Argentina,-34,-64,AR,A,44494502,Swine_flu_deaths_reported_in_Argentina
Chile,-30,-71,CL,A,18729160,Swine_flu_deaths_reported_in_Argentina
Ica,-14.3325,-75.49972,PE,A,709556,Swine_flu_deaths_reported_in_Argentina
Buenos Aires,-36,-60,AR,A,15625084,Swine_flu_deaths_reported_in_Argentina
Argentina,-34,-64,AR,A,44494502,Swine_flu_deaths_reported_in_Argentina
Kisumu,-0.069,34.64,KE,A,968909,Swine_flu_patients_taken_to_Kenyan_capital_to_fly_home_to_UK_Sunday
Nairobi,-1.28333,36.83333,KE,A,3138369,Swine_flu_patients_taken_to_Kenyan_capital_to_fly_home_to_UK_Sunday
United Kingdom,54.75844,-2.69531,GB,A,66488991,Swine_flu_patients_taken_to_Kenyan_capital_to_fly_home_to_UK_Sunday
Kisumu,-0.069,34.64,KE,A,968909,Swine_flu_patients_taken_to_Kenyan_capital_to_fly_home_to_UK_Sunday
Nairobi,-1.28333,36.83333,KE,A,3138369,Swine_flu_patients_taken_to_Kenyan_capital_to_fly_home_to_UK_Sunday
United Kingdom,54.75844,-2.69531,GB,A,66488991,Swine_flu_patients_taken_to_Kenyan_capital_to_fly_home_to_UK_Sunday
Kisumu,-0.069,34.64,KE,A,968909,Swine_flu_patients_taken_to_Kenyan_capital_to_fly_home_to_UK_Sunday
East,3.83333,14.16667,CM,A,836906,Swine_flu_patients_taken_to_Kenyan_capital_to_fly_home_to_UK_Sunday
Nairobi,-1.28333,36.83333,KE,A,3138369,Swine_flu_patients_taken_to_Kenyan_capital_to_fly_home_to_UK_Sunday
United Kingdom,54.75844,-2.69531,GB,A,66488991,Swine_flu_patients_taken_to_Kenyan_capital_to_fly_home_to_UK_Sunday
Kisumu,-0.069,34.64,KE,A,968909,Swine_flu_patients_taken_to_Kenyan_capital_to_fly_home_to_UK_Sunday
East,3.83333,14.16667,CM,A,836906,Swine_flu_patients_taken_to_Kenyan_capital_to_fly_home_to_UK_Sunday
Nottingham,52.96667,-1.15,GB,A,325282,Swine_flu_patients_taken_to_Kenyan_capital_to_fly_home_to_UK_Sunday
Nairobi,-1.28333,36.83333,KE,A,3138369,Swine_flu_patients_taken_to_Kenyan_capital_to_fly_home_to_UK_Sunday
United Kingdom,54.75844,-2.69531,GB,A,66488991,Swine_flu_patients_taken_to_Kenyan_capital_to_fly_home_to_UK_Sunday
Kisumu,-0.069,34.64,KE,A,968909,Swine_flu_patients_taken_to_Kenyan_capital_to_fly_home_to_UK_Sunday
East,3.83333,14.16667,CM,A,836906,Swine_flu_patients_taken_to_Kenyan_capital_to_fly_home_to_UK_Sunday
Nottingham,52.96667,-1.15,GB,A,325282,Swine_flu_patients_taken_to_Kenyan_capital_to_fly_home_to_UK_Sunday
Kenya,1,38,KE,A,51393010,Swine_flu_patients_taken_to_Kenyan_capital_to_fly_home_to_UK_Sunday
Nairobi,-1.28333,36.83333,KE,A,3138369,Swine_flu_patients_taken_to_Kenyan_capital_to_fly_home_to_UK_Sunday
Garissa,-0.45275,39.64601,KE,P,67861,Swine_flu_patients_taken_to_Kenyan_capital_to_fly_home_to_UK_Sunday
United Kingdom,54.75844,-2.69531,GB,A,66488991,Swine_flu_patients_taken_to_Kenyan_capital_to_fly_home_to_UK_Sunday
Kisumu,-0.069,34.64,KE,A,968909,Swine_flu_patients_taken_to_Kenyan_capital_to_fly_home_to_UK_Sunday
East,3.83333,14.16667,CM,A,836906,Swine_flu_patients_taken_to_Kenyan_capital_to_fly_home_to_UK_Sunday
Nottingham,52.96667,-1.15,GB,A,325282,Swine_flu_patients_taken_to_Kenyan_capital_to_fly_home_to_UK_Sunday
Kenya,1,38,KE,A,51393010,Swine_flu_patients_taken_to_Kenyan_capital_to_fly_home_to_UK_Sunday
Nairobi,-1.28333,36.83333,KE,A,3138369,Swine_flu_patients_taken_to_Kenyan_capital_to_fly_home_to_UK_Sunday
Garissa,-0.45275,39.64601,KE,P,67861,Swine_flu_patients_taken_to_Kenyan_capital_to_fly_home_to_UK_Sunday
United Kingdom,54.75844,-2.69531,GB,A,66488991,Swine_flu_patients_taken_to_Kenyan_capital_to_fly_home_to_UK_Sunday
Kisumu,-0.069,34.64,KE,A,968909,Swine_flu_patients_taken_to_Kenyan_capital_to_fly_home_to_UK_Sunday
East,3.83333,14.16667,CM,A,836906,Swine_flu_patients_taken_to_Kenyan_capital_to_fly_home_to_UK_Sunday
Nottingham,52.96667,-1.15,GB,A,325282,Swine_flu_patients_taken_to_Kenyan_capital_to_fly_home_to_UK_Sunday
Kenya,1,38,KE,A,51393010,Swine_flu_patients_taken_to_Kenyan_capital_to_fly_home_to_UK_Sunday
Nairobi,-1.28333,36.83333,KE,A,3138369,Swine_flu_patients_taken_to_Kenyan_capital_to_fly_home_to_UK_Sunday
Garissa,-0.45275,39.64601,KE,P,67861,Swine_flu_patients_taken_to_Kenyan_capital_to_fly_home_to_UK_Sunday
United Kingdom,54.75844,-2.69531,GB,A,66488991,Swine_flu_patients_taken_to_Kenyan_capital_to_fly_home_to_UK_Sunday
Kisumu,-0.069,34.64,KE,A,968909,Swine_flu_patients_taken_to_Kenyan_capital_to_fly_home_to_UK_Sunday
East,3.83333,14.16667,CM,A,836906,Swine_flu_patients_taken_to_Kenyan_capital_to_fly_home_to_UK_Sunday
Hambuk,41.83333,129.41667,KP,A,2327362,Swine_flu_patients_taken_to_Kenyan_capital_to_fly_home_to_UK_Sunday
Nottingham,52.96667,-1.15,GB,A,325282,Swine_flu_patients_taken_to_Kenyan_capital_to_fly_home_to_UK_Sunday
Kenya,1,38,KE,A,51393010,Swine_flu_patients_taken_to_Kenyan_capital_to_fly_home_to_UK_Sunday
Nairobi,-1.28333,36.83333,KE,A,3138369,Swine_flu_patients_taken_to_Kenyan_capital_to_fly_home_to_UK_Sunday
Garissa,-0.45275,39.64601,KE,P,67861,Swine_flu_patients_taken_to_Kenyan_capital_to_fly_home_to_UK_Sunday
United Kingdom,54.75844,-2.69531,GB,A,66488991,Swine_flu_patients_taken_to_Kenyan_capital_to_fly_home_to_UK_Sunday
Kisumu,-0.069,34.64,KE,A,968909,Swine_flu_patients_taken_to_Kenyan_capital_to_fly_home_to_UK_Sunday
East,3.83333,14.16667,CM,A,836906,Swine_flu_patients_taken_to_Kenyan_capital_to_fly_home_to_UK_Sunday
Hambuk,41.83333,129.41667,KP,A,2327362,Swine_flu_patients_taken_to_Kenyan_capital_to_fly_home_to_UK_Sunday
Nottingham,52.96667,-1.15,GB,A,325282,Swine_flu_patients_taken_to_Kenyan_capital_to_fly_home_to_UK_Sunday
Kenya,1,38,KE,A,51393010,Swine_flu_patients_taken_to_Kenyan_capital_to_fly_home_to_UK_Sunday
Nairobi,-1.28333,36.83333,KE,A,3138369,Swine_flu_patients_taken_to_Kenyan_capital_to_fly_home_to_UK_Sunday
Zimbabwe,-19,29.75,ZW,A,14439018,WHO:_Polio_reemerging_in_Africa
South Africa,-29,24,ZA,A,57779622,WHO:_Polio_reemerging_in_Africa
Angola,-12.5,18.5,AO,A,30809762,WHO:_Polio_reemerging_in_Africa
Zimbabwe,-19,29.75,ZW,A,14439018,WHO:_Polio_reemerging_in_Africa
South Africa,-29,24,ZA,A,57779622,WHO:_Polio_reemerging_in_Africa
Angola,-12.5,18.5,AO,A,30809762,WHO:_Polio_reemerging_in_Africa
Chad,15,19,TD,A,15477751,WHO:_Polio_reemerging_in_Africa
Zimbabwe,-19,29.75,ZW,A,14439018,WHO:_Polio_reemerging_in_Africa
South Africa,-29,24,ZA,A,57779622,WHO:_Polio_reemerging_in_Africa
Chad,15,19,TD,A,15477751,WHO:_Polio_reemerging_in_Africa
Angola,-12.5,18.5,AO,A,30809762,WHO:_Polio_reemerging_in_Africa
Egypt,27,30,EG,A,98423595,UN_says_polio_eradicated_in_Egypt_and_Niger
Niger,18,9,NE,A,22442948,UN_says_polio_eradicated_in_Egypt_and_Niger
Egypt,27,30,EG,A,98423595,UN_says_polio_eradicated_in_Egypt_and_Niger
Niger,18,9,NE,A,22442948,UN_says_polio_eradicated_in_Egypt_and_Niger
Egypt,27,30,EG,A,98423595,UN_says_polio_eradicated_in_Egypt_and_Niger
United States,39.76,-98.5,US,A,327167434,UN_says_polio_eradicated_in_Egypt_and_Niger
Niger,18,9,NE,A,22442948,UN_says_polio_eradicated_in_Egypt_and_Niger
Egypt,40.6801,-75.52991,US,P,2391,UN_says_polio_eradicated_in_Egypt_and_Niger
United States,39.76,-98.5,US,A,327167434,UN_says_polio_eradicated_in_Egypt_and_Niger
Niger,18,9,NE,A,22442948,UN_says_polio_eradicated_in_Egypt_and_Niger
Nigeria,10,8,NG,A,195874740,UN_says_polio_eradicated_in_Egypt_and_Niger
Egypt,40.6801,-75.52991,US,P,2391,UN_says_polio_eradicated_in_Egypt_and_Niger
Peru,-10,-75.25,PE,A,31989256,Blood_recipients_contract_HIV_in_Peru
Peru,-10,-75.25,PE,A,31989256,Blood_recipients_contract_HIV_in_Peru
Peru,-10,-75.25,PE,A,31989256,Blood_recipients_contract_HIV_in_Peru
Peru,-10,-75.25,PE,A,31989256,Blood_recipients_contract_HIV_in_Peru
KwaZulu-Natal,-29,30,ZA,A,10154469,Extremely_drug-resistant_tuberculosis_strain_emerges_in_South_Africa
South Africa,-29,24,ZA,A,57779622,Extremely_drug-resistant_tuberculosis_strain_emerges_in_South_Africa
Johannesburg,-26.20227,28.04363,ZA,P,2026469,Extremely_drug-resistant_tuberculosis_strain_emerges_in_South_Africa
KwaZulu-Natal,-29,30,ZA,A,10154469,Extremely_drug-resistant_tuberculosis_strain_emerges_in_South_Africa
South Africa,-29,24,ZA,A,57779622,Extremely_drug-resistant_tuberculosis_strain_emerges_in_South_Africa
Johannesburg,-26.20227,28.04363,ZA,P,2026469,Extremely_drug-resistant_tuberculosis_strain_emerges_in_South_Africa
KwaZulu-Natal,-29,30,ZA,A,10154469,Extremely_drug-resistant_tuberculosis_strain_emerges_in_South_Africa
South Africa,-29,24,ZA,A,57779622,Extremely_drug-resistant_tuberculosis_strain_emerges_in_South_Africa
Mozambique,-18.25,35,MZ,A,29495962,Extremely_drug-resistant_tuberculosis_strain_emerges_in_South_Africa
Johannesburg,-26.20227,28.04363,ZA,P,2026469,Extremely_drug-resistant_tuberculosis_strain_emerges_in_South_Africa
South Africa,-29,24,ZA,A,57779622,Extremely_drug-resistant_tuberculosis_strain_emerges_in_South_Africa
KwaZulu-Natal,-29,30,ZA,A,10154469,Extremely_drug-resistant_tuberculosis_strain_emerges_in_South_Africa
Botswana,-24.28333,30.55,ZA,P,0,Extremely_drug-resistant_tuberculosis_strain_emerges_in_South_Africa
Johannesburg,-26.20227,28.04363,ZA,P,2026469,Extremely_drug-resistant_tuberculosis_strain_emerges_in_South_Africa
Mozambique,-18.25,35,MZ,A,29495962,Extremely_drug-resistant_tuberculosis_strain_emerges_in_South_Africa
